index,x,y
110,-2.4649999817460775,-5.624999956414104
111,-2.4649999817460775,-5.574999955669046
112,-2.4649999817460775,-5.524999954923988
113,-2.4649999817460775,-5.47499995417893
114,-2.4649999817460775,-5.424999953433872
115,-2.4649999817460775,-5.374999952688814
116,-2.4649999817460775,-5.324999951943756
117,-2.4649999817460775,-5.274999951198698
118,-2.4649999817460775,-5.22499995045364
119,-2.4649999817460775,-5.174999949708582
120,-2.4649999817460775,-5.124999948963524
121,-2.4649999817460775,-5.074999948218466
122,-2.4649999817460775,-5.0249999474734075
123,-2.4649999817460775,-4.974999946728349
124,-2.4649999817460775,-4.924999945983291
125,-2.4649999817460775,-4.874999945238233
126,-2.4649999817460775,-4.824999944493175
127,-2.4649999817460775,-4.774999943748117
128,-2.4649999817460775,-4.724999943003059
129,-2.4649999817460775,-4.674999942258001
130,-2.4649999817460775,-4.624999941512943
131,-2.4649999817460775,-4.574999940767885
132,-2.4649999817460775,-4.524999940022827
133,-2.4649999817460775,-4.474999939277769
134,-2.4649999817460775,-4.424999938532711
135,-2.4649999817460775,-4.374999937787653
136,-2.4649999817460775,-4.324999937042595
137,-2.4649999817460775,-4.274999936297537
138,-2.4649999817460775,-4.2249999355524785
139,-2.4649999817460775,-4.1749999348074205
140,-2.4649999817460775,-4.124999934062362
141,-2.4649999817460775,-4.074999933317304
142,-2.4649999817460775,-4.024999932572246
143,-2.4649999817460775,-3.9749999318271882
144,-2.4649999817460775,-3.92499993108213
145,-2.4649999817460775,-3.874999930337072
146,-2.4649999817460775,-3.824999929592014
147,-2.4649999817460775,-3.774999928846956
148,-2.4649999817460775,-3.724999928101898
149,-2.4649999817460775,-3.67499992735684
150,-2.4649999817460775,-3.624999926611782
151,-2.4649999817460775,-3.5749999258667238
152,-2.4649999817460775,-3.5249999251216657
153,-2.4649999817460775,-3.4749999243766077
154,-2.4149999810010194,-3.4249999236315496
155,-2.3649999802559614,-3.3749999228864915
156,-2.3649999802559614,-3.3249999221414335
157,-2.3149999795109033,-3.2749999213963754
158,-2.3149999795109033,-3.2249999206513174
